"brand","make","year","cm3","km","price"
"VW","Golf 5","2008","1986.0","134000","5000"
"BMW","318","2003","1900.0","220056","2700"
"VW","Passat","2004","1892.0","185300","3300"
"Ford","Focus","2006","1560.0","244500","2799"
"Ford","S_Max","2015","1997.0","138057","15999"
"VW","Passat","2000","1898.0","255000","2150"
"VW","Golf 4","2001","1896.0","226496","2150"
"Fiat","Punto","2002","1242.0","193543","1200"
"Peugeot","508","2015","1997.0","123955","12950"
"Nissan","X_Trail","2014","1598.0","42660","13450"
"Škoda","Octavia","2012","1598.0","170284","6499"
"VW","Golf 6","2012","1598.0","191000","6550"
"Dacia","Sandero","2013","1500.0","168000","5200"
"VW","Passat","2007","1968.0","168000","4350"
"Renault","Megane","2004","1500.0","220000","1700"
"Renault","Scenic","2002","1840.0","231375","1600"
"VW","Polo","2002","1200.0","242510","1700"
"Opel","Zafira","2016","1598.0","145606","10295"
"VW","Golf 4","2002","1900.0","277965","1950"
"VW","Passat","2016","1968.0","161000","14750"
"Audi","A4","2014","1968.0","182210","10990"
"Mitsubishi","Lancer","2008","1968.0","154418","4950"
"VW","Golf 5","2006","1896.0","204000","4200"
"Seat","Alhambra","2015","1968.0","80303","17999"
"Citroen","Visa","1986","1124.0","220000","410"
"Lada","110","2000","1500.0","53800","600"
"Fiat","Idea","2004","1368.0","172000","1950"
"Fiat","Stilo","2002","1900.0","288000","1450"
"Citroen","C4","2008","1560.0","230000","2500"
"BMW","X5","2003","3000.0","254000","6000"
"Škoda","Fabia","2005","1198.0","112642","2200"
"BMW","118","2009","1995.0","162534","6950"
"Ford","Escort","1998","1391.0","64150","300"
"Renault","Scenic","2007","1461.0","235000","2600"
"Opel","Astra","1998","1700.0","275000","650"
"Citroen","Xsara Picasso","2001","2000.0","213000","1400"
"BMW","318","1988","1766.0","224578","1000"
"VW","Passat","1994","1781.0","257334","950"
"Peugeot","406","2001","1997.0","233000","2300"
"Opel","Insignia","2012","1956.0","206411","8499"
"Škoda","Octavia","2013","1598.0","83000","9850"
"VW","Polo","2004","1422.0","247000","1990"
"Mercedes","C 180","2010","1800.0","236000","9100"
"Opel","Astra","2003","1995.0","225000","1720"
"Opel","Astra","2007","1686.0","182000","2150"
"Ford","Fiesta","2001","1299.0","90000","850"
"VW","Touran","2006","1968.0","210115","4690"
"Peugeot","208","2015","1560.0","148000","6250"
"Fiat","Stilo","2005","1910.0","282000","1500"
"Hyundai","Getz","2004","1300.0","100000","1700"
"Alfa Romeo","156","2002","1900.0","270000","1000"
"Peugeot","406","2002","1989.0","230000","2000"
"Mazda","6","2004","1998.0","235136","2990"
"Peugeot","309","1988","1600.0","99443","400"
"Renault","Laguna","2004","1879.0","200000","99"
"Peugeot","208","2012","1398.0","166000","5100"
"Renault","Grand Modus","2008","1149.0","164000","3200"
"Opel","Astra","2013","1389.0","99000","8500"
"Ford","Focus","2005","1996.0","196000","2450"
"Daewoo","Tacuma","2002","1762.0","277000","999"
"Jeep","Grand Cherokee","2006","2995.0","250000","7500"
"Seat","Toledo","1991","1998.0","195000","275"
"Renault","Scenic","2007","1995.0","225013","3350"
"Seat","Ibiza","2006","1390.0","176000","1950"
"VW","Golf 5","2007","1598.0","203123","4190"
"Fiat","Punto","2001","1242.0","141700","500"
"Opel","Vectra","2007","1910.0","317000","3300"
"BMW","120","2005","1997.0","244850","4590"
"Renault","Scenic","2003","1870.0","201888","2100"
"Citroen","C4 Picasso","2007","1600.0","288000","3200"
"Seat","Altea","2008","1896.0","183434","4190"
"Opel","Meriva","2005","1598.0","137000","1650"
"Peugeot","607","2008","1997.0","241785","4490"
"Peugeot","107","2006","998.0","192000","2200"
"Audi","A6","2008","2698.0","272000","6990"
"VW","Passat","2007","1968.0","167000","4350"
"Smart","ForTwo","2004","698.0","215000","1550"
"BMW","216 Gran Tourer","2015","1496.0","162663","10890"
"BMW","320","2002","1997.0","310000","3550"
"Opel","Vectra","2001","1800.0","190000","1400"
"Opel","Corsa","2003","1686.0","305000","1100"
"Renault","Espace","2008","1995.0","261000","3700"
"Peugeot","307","2003","1995.0","235000","2250"
"Audi","A4","2003","1900.0","275621","4000"
"Audi","A3","2005","1896.0","209000","5150"
"Jaguar","XE","2015","1999.0","76000","19195"
"BMW","216 Gran Tourer","2015","1496.0","162663","10699"
"Audi","A4","2010","2698.0","214993","8499"
"VW","Golf 2","1985","1300.0","220000","500"
"Fiat","Punto","2003","1200.0","170000","1450"
"Peugeot","407","2005","2000.0","185120","3700"
"Kia","Rio","2002","1300.0","208000","1300"
"VW","Passat","2006","1968.0","280","4450"
"Mercedes","E 124","1991","2000.0","280000","750"
"Opel","Zafira","2014","1598.0","175000","9800"
"BMW","320","2009","1995.0","297000","5800"
"Audi","Q3","2014","1968.0","130560","14990"
"BMW","318","2003","1995.0","253000","2550"
"Volvo","XC 60","2016","1969.0","123291","17999"
"Mercedes","B 200","2007","1986.0","215000","4399"
"Opel","Corsa","2003","1198.0","230000","1690"
"Nissan","Qashqai","2015","1461.0","116176","12590"
"Renault","Clio","2014","1461.0","133016","3500"
"Ford","Focus","2012","1560.0","147864","6490"
"Peugeot","3008","2015","1560.0","210604","9750"
"Opel","Astra","2015","1956.0","154226","10999"
"Alfa Romeo","147","2007","1600.0","187000","1690"
"Volvo","V50","2007","1998.0","168109","3800"
"Audi","A5","2012","2967.0","141500","17400"
"Mercedes","B 200","2005","1986.0","232846","3999"
"Opel","Insignia","2016","1956.0","151897","10990"
"BMW","320","2008","1997.0","213500","6199"
"Smart","ForTwo","2004","698.0","145000","1550"
"Renault","Clio","2015","1461.0","139404","6990"
"Fiat","Grande Punto","2011","1248.0","225000","3550"
"Zastava","101","2000","1100.0","230000","190"
"Kia","Sportage","2014","1995.0","81410","12990"
"Citroen","C1","2011","998.0","113000","3790"
"Opel","Astra","2015","1956.0","154226","10999"
"Peugeot","107","2008","998.0","140000","2200"
"Fiat","Punto","2004","1300.0","223000","2050"
"Fiat","Panda","2006","1242.0","152000","2200"
"Alfa Romeo","156","2001","2000.0","188000","1200"
"Alfa Romeo","145","2000","1929.0","217500","800"
"Škoda","Octavia","2003","2000.0","240000","1900"
"VW","Golf 6","2010","1968.0","169000","8900"
"VW","Golf 5","2007","1896.0","237400","4490"
"Opel","Insignia","2015","1956.0","174358","9199"
"Nissan","Qashqai","2008","1598.0","149000","5950"
"Opel","Astra","2001","1600.0","180000","2100"
"VW","Golf 4","2002","1896.0","289000","2300"
"VW","Golf 4","2003","1896.0","224330","3190"
"Citroen","C3","2011","1560.0","168725","5090"
"Jeep","Cherokee","2015","1956.0","124000","15100"
"Kia","Venga","2013","1396.0","78200","6700"
"Peugeot","206","2001","1100.0","220000","1650"
"Mercedes","A 180","2007","1991.0","186927","4190"
"Citroen","C4 Picasso","2015","1560.0","172910","7490"
"Opel","Insignia","2015","1956.0","145000","9500"
"Peugeot","206","2005","1398.0","122922","2190"
"Ford","Kuga","2015","1997.0","147089","11590"
"Opel","Antara","2013","2231.0","81826","9990"
"Audi","A4","2015","1968.0","115143","14950"
"Ford","Focus","2015","1499.0","143712","8290"
"Jeep","Grand Cherokee","1997","2500.0","183200","2000"
"VW","Polo","2011","1598.0","154062","5999"
"Škoda","Octavia","2006","1896.0","156717","4690"
"Peugeot","307","2002","1997.0","280000","1599"
"Seat","Ibiza","2009","1198.0","181000","3300"
"Ford","Focus","2014","1560.0","157707","7350"
"Ford","Mondeo","2006","1998.0","172000","2800"
"Audi","80","1991","1781.0","277000","950"
"Fiat","Bravo","1999","1242.0","153000","1000"
"Daewoo","Tacuma","2002","1600.0","145000","1200"
"VW","Passat","2015","1968.0","166242","11990"
"VW","Golf 4","2003","1896.0","268839","2990"
"Škoda","Superb","2016","1598.0","163200","12990"
"Renault","Megane","2014","1461.0","172095","6290"
"Ford","C Max","2012","1997.0","172000","6550"
"Fiat","Panda","2004","1256.0","202356","2700"
"Citroen","Berlingo","2015","1598.0","62108","9200"
"BMW","116","2004","1600.0","214136","3999"
"Mercedes","CLK klasa","2002","2597.0","157700","7990"
"Škoda","Fabia","2012","1598.0","183300","4490"
"Renault","Clio","2010","1461.0","175000","3550"
"Opel","Astra","2001","1600.0","180000","2100"
"Opel","Astra","2014","1598.0","156351","6950"
"VW","Passat","2004","1896.0","238176","2990"
"VW","Touran","2010","1896.0","220019","6490"
"Saab","9_3","2008","1910.0","161586","4790"
"Peugeot","407","2005","1997.0","205000","2300"
"Mercedes","A 170","2003","1689.0","190000","1950"
"BMW","520","2008","1995.0","249000","7900"
"Yugo","55","2002","1116.0","85000","580"
"Opel","Vectra","1998","2000.0","250000","320"
"Chevrolet","Kalos","2006","1399.0","130000","2000"
"VW","Polo","2005","1198.0","250000","2600"
"Seat","Ibiza","2003","1422.0","165640","1950"
"Citroen","C3","2005","1400.0","147500","2400"
"Peugeot","206","2005","1124.0","182600","1720"
"Mercedes","C 220","2002","2145.0","255120","1850"
"Opel","Astra","2004","1686.0","145223","1900"
"Opel","Corsa","2010","1229.0","151650","3950"
"Mercedes","R 320","2006","2998.0","362670","6500"
"BMW","318","2015","1995.0","173000","13550"
"Renault","Megane","2003","1900.0","173000","1350"
"Lancia","Phedra","2008","2000.0","190000","4700"
"Renault","Espace","1996","2100.0","250000","350"
"Chevrolet","Cruze","2009","150.0","217388","4850"
"Opel","Vectra","2000","2000.0","187000","1350"
"Citroen","C3 Picasso","2014","1560.0","133077","6150"
"Mercedes","C 220","2007","2149.0","218000","6000"
"Mercedes","Vito","2003","2148.0","259111","6900"
"Seat","Ibiza","2009","1400.0","165200","4100"
"Fiat","Punto","2000","1910.0","267000","1700"
"Peugeot","406","2002","2.0","240000","1550"
"Nissan","Micra","2000","1000.0","150000","500"
"Mercedes","C 200","2006","2148.0","290000","3450"
"Peugeot","206","2002","1600.0","143000","1900"
"Fiat","Punto","1999","1200.0","160","250"
"Peugeot","207","2007","1560.0","190000","2850"
"Opel","Astra","1995","1600.0","148000","700"
"Smart","ForTwo","2000","599.0","150148","790"
"Ford","Escort","1999","1800.0","198000","800"
"Opel","Astra","2001","1700.0","220000","850"
"Daihatsu","Sirion","2000","1300.0","95000","2000"
"BMW","X5","2001","2997.0","223000","6999"
"Citroen","Xsara Picasso","2002","1977.0","32000","1150"
"Hyundai","ix35","2014","1591.0","97597","11500"
"Opel","Vectra","1991","1600.0","80000","350"
"VW","Touran","2008","1968.0","160000","6500"
"Alfa Romeo","MiTo","2009","1400.0","140000","4000"
"Škoda","Fabia","2004","1200.0","270000","1650"
"Honda","Civic","2008","1800.0","185009","5400"
"Mercedes","A 180","2014","1461.0","183320","11599"
"VW","Golf 4","2005","1900.0","268000","1900"
"Kia","Pro_ceed","2016","1368.0","67000","10000"
"Ford","Connect","2005","1753.0","220000","2799"
"BMW","X5","2002","2926.0","294860","5000"
"BMW","630","2006","2998.0","273000","18500"
"Audi","A8","2007","2967.0","137000","12000"
"Mercedes","190","1991","1800.0","164000","1300"
"Renault","Clio","2014","1461.0","113045","5400"
"Opel","Astra","2004","1.0","1780","2850"
"Citroen","Nemo","2018","1248.0","2475","8800"
"BMW","118","2009","1988.0","183000","6950"
"VW","Passat","2015","1968.0","72621","17490"
"BMW","Serija 5","2017","2998.0","46868","49990"
"Citroen","Xsara Picasso","2009","1560.0","174178","2690"
"Suzuki","Vitara","2017","1598.0","108200","13900"
"VW","Tiguan","2009","1968.0","93000","8100"
"Ford","Fiesta","2007","1242.0","143233","2499"
"Toyota","RAV4","2006","2231.0","136535","6499"
"VW","Golf 5","2007","1896.0","231000","4650"
"BMW","X5","2017","2993.0","68812","45600"
"Honda","CR_V","2013","2199.0","78525","19499"
"Ford","Fiesta","2001","1242.0","180000","950"
"Nissan","Qashqai","2015","1598.0","101539","14999"
"VW","Passat","2015","1598.0","134376","12500"
"BMW","318","2014","1995.0","182271","12690"
"Jeep","Cherokee","2014","1968.0","108000","14990"
"VW","Golf 4","2002","1896.0","180200","1550"
"Volvo","XC 60","2015","2400.0","130204","18990"
"VW","Touran","2015","1968.0","86593","15990"
"Jaguar","XE","2018","2995.0","8911","39990"
"Maserati","Quattroporte","2015","2987.0","15711","42990"
"Škoda","Roomster","2011","1197.0","206305","2990"
"VW","Passat","2013","1968.0","240524","8300"
"Mazda","5","2008","1998.0","196230","3399"
"Peugeot","307","2003","1997.0","267548","1950"
"VW","Passat","2007","1968.0","185693","5490"
"Opel","Meriva","2007","1700.0","222000","2450"
"Ford","Mondeo","2017","1498.0","66546","17590"
"Seat","Ibiza","2005","1390.0","137987","1990"
"Toyota","Corolla","2004","1995.0","192518","2250"
"Nissan","Juke","2014","1598.0","68779","7990"
"Hyundai","ix35","2010","1995.0","131104","9990"
"Hyundai","Santa Fe","2007","2188.0","137198","7800"
"Škoda","Octavia","2014","1598.0","173128","9990"
"Škoda","Fabia","2015","999.0","123975","5900"
"Audi","A3","2009","1390.0","169561","6690"
"Mercedes","Vito","2015","2143.0","128685","25990"
"Audi","A3","2007","1896.0","184196","4720"
"MINI","Countryman","2012","1598.0","90390","9790"
"Nissan","Qashqai","2016","1461.0","161852","11990"
"Opel","Astra","2017","1399.0","33941","10890"
"Audi","A4","2009","1798.0","114177","7799"
"Hyundai","i30","2016","1582.0","154535","7990"
"Citroen","C4 Grand Picasso","2010","1560.0","280135","2690"
"Volvo","XC 60","2016","2400.0","81851","23990"
"Seat","Leon","2010","1197.0","122158","4990"
"Mercedes","A 180","2016","1461.0","106463","17990"
"Škoda","Superb","2015","1968.0","108440","17490"
"VW","Golf 4","2002","1900.0","177000","2290"
"Audi","A4","1996","1.0","255","950"
"Seat","Exeo","2012","1988.0","178000","7700"
"MINI","Cooper","2008","1560.0","132000","5500"
"Opel","Corsa","2003","1400.0","202254","850"
"Peugeot","208","2015","1560.0","131000","6650"
"Renault","Twingo","2012","1150.0","110000","5500"
"Opel","Astra","2004","1700.0","208000","2000"
"Peugeot","508","2011","1560.0","229556","5950"
"Renault","Espace","2001","1998.0","280000","1500"
"Mercedes","320","2000","3200.0","210000","1500"
"Opel","Corsa","2007","1200.0","188500","2950"
"Alfa Romeo","147","2002","1900.0","185979","1700"
"Citroen","C4 Grand Picasso","2007","1600.0","228000","3600"
"Toyota","Avensis","2002","1998.0","270000","1950"
"Ford","Fiesta","2007","1400.0","130000","1450"
"BMW","318","2009","1995.0","189000","8790"
"Audi","A4","2005","1998.0","265000","2900"
"BMW","X5","2008","3000.0","135000","18000"
"Mazda","6","2005","1998.0","190000","3999"
"VW","Golf 3","1993","1900.0","280000","1100"
"Fiat","Punto","2005","1242.0","132400","1850"
"BMW","X5","2014","2993.0","102482","34999"
"Audi","A4","2011","1998.0","228000","11500"
"Škoda","Octavia","2011","1598.0","153970","6990"
"Honda","CR_V","2010","2199.0","192000","8000"
"VW","Passat","2011","1968.0","297340","7300"
"Porsche","Panamera","2011","4806.0","161000","31500"
"Fiat","Stilo","2003","1900.0","240000","1250"
"Ford","Mondeo","2001","1998.0","171000","1500"
"BMW","520","2013","1995.0","137987","14950"
"Rover","45","2001","1396.0","190000","900"
"Škoda","Superb","2016","1968.0","173000","14700"
"Ford","Fiesta","2001","1753.0","355733","950"
"Chevrolet","Epica","2009","2000.0","202000","4300"
"Ford","Focus","2001","1800.0","307000","2000"
"Opel","Adam","2013","1200.0","69000","7500"
"BMW","Serija 5","2014","2993.0","174655","17999"
"Alfa Romeo","147","2004","1910.0","176000","2200"
"Renault","Megane","2004","1900.0","230500","1700"
"VW","Touran","2007","1900.0","255000","4900"
"Škoda","Fabia","2007","1400.0","2560000","2500"
"Nissan","Qashqai","2017","1461.0","82688","16950"
"Mercedes","B 200","2010","1991.0","205000","7500"
"Mercedes","E 200","2006","2150.0","270000","3000"
"Opel","Astra","2005","1600.0","161000","3150"
"Hyundai","i30","2010","1396.0","82625","5800"
"Nissan","Qashqai","2010","1461.0","154325","7370"
"Ford","Focus","2002","1753.0","229500","1499"
"Hyundai","Tucson","2016","1685.0","130650","16500"
"Škoda","Fabia","2013","1390.0","108662","5700"
"Nissan","X_Trail","2016","1598.0","124100","16500"
"Fiat","500","2012","1368.0","122461","9950"
"Audi","A4","2009","1968.0","174000","7300"
"Renault","Megane","2004","1900.0","250000","1950"
"Mercedes","C klasa","2016","2143.0","141611","22999"
"BMW","Serija 3","2014","1995.0","133202","13990"
"Opel","Astra","2000","1910.0","250000","1250"
"VW","Golf 4","2000","1900.0","400000","2000"
"Fiat","Punto","2011","1242.0","200000","1900"
"Toyota","Aygo","2006","1000.0","170000","2100"
"Lada","Niva","2006","1690.0","80000","2650"
"BMW","318","2002","1987.0","199853","5600"
"VW","Touran","2005","1896.0","218000","3500"
"Nissan","Qashqai","2015","1598.0","88800","13800"
"VW","Tiguan","2017","1968.0","156658","18950"
"Hyundai","Santa Fe","2006","2188.0","160000","6200"
"Alfa Romeo","MiTo","2012","1368.0","149000","5150"
"VW","New Beetle","2003","1987.0","171438","3490"
"Land Rover","Range Rover Evoque","2016","1999.0","111449","27999"
"Nissan","Tiida","2008","1797.0","227447","4500"
"Peugeot","407","2005","2000.0","220000","2780"
"BMW","Serija 5","2014","2993.0","174655","17999"
"Škoda","Octavia","2015","1968.0","152655","15999"
"Mercedes","C klasa","2016","2143.0","141611","22999"
"Land Rover","Range Rover Sport","2010","3628.0","198500","15000"
"Toyota","RAV4","2002","1995.0","187000","3800"
"Fiat","Ulysse","2002","2200.0","260000","1599"
"Citroen","C4","2016","1560.0","112032","8950"
"Opel","Vivaro","2007","1900.0","220000","6000"
"VW","Golf 5","2004","1968.0","214000","3500"
"Renault","Scenic","2000","1600.0","200000","1550"
"Opel","Zafira","2001","1600.0","220995","1900"
"Lancia","Lybra","2001","1897.0","280000","1100"
"Opel","Astra","2002","1650.0","221550","1600"
"Lamborghini","Aventador","2019","6498.0","88","499990"
"Seat","Alhambra","2015","1968.0","144421","15990"
"Audi","A3","2005","1998.0","193500","4100"
"Seat","Ibiza","2016","1422.0","143126","7150"
"Fiat","Croma","2006","1900.0","1","100"
"Toyota","Avensis","2016","1998.0","166370","12650"
"Audi","A4","2006","1968.0","182000","4500"
"Peugeot","107","2009","996.0","230000","2299"
"VW","Passat","2016","1968.0","155726","13990"
"Renault","Kangoo","2006","1200.0","185000","1900"
"Seat","Leon","2003","1787.0","223025","4600"
"Jeep","Compass","2011","2143.0","144656","8750"
"Volvo","S60","2012","1984.0","153702","9999"
"Mercedes","B klasa","2015","1461.0","95957","14999"
"Renault","Scenic","2006","1426.0","265000","2750"
"BMW","Serija 5","2008","2996.0","248097","7990"
"BMW","X1","2010","1995.0","178000","9950"
"Suzuki","Wagon R+","2000","1298.0","140100","1450"
"BMW","318","2014","1995.0","177345","14190"
"Ford","Focus","2009","1998.0","172000","4000"
"VW","Golf 6","2008","1390.0","152000","5300"
"Hyundai","i20","2019","1248.0","24281","8490"
"Mazda","3","2008","1598.0","182815","3999"
"Mazda","2","2008","1349.0","139397","3299"
"Renault","Espace","2010","1995.0","249752","3799"
"Audi","A6","2009","1968.0","311170","5100"
"Dacia","Sandero","2009","1390.0","248475","1990"
"Mitsubishi","Colt","2008","1124.0","163018","2499"
"Renault","Megane","2008","1461.0","240000","2600"
"MINI","Countryman","2011","1599.0","141000","7699"
"Nissan","Qashqai","2015","1461.0","110722","11490"
"Mercedes","C 180","2002","1980.0","215000","3100"
"BMW","525","2003","2494.0","247000","1800"
"Seat","Alhambra","2014","1968.0","167000","11490"
"Renault","R 5","1991","1108.0","150000","300"
"BMW","530","2005","2993.0","290000","5000"
"Opel","Astra","2005","1686.0","180000","2400"
"MINI","One","2012","1600.0","190000","4700"
"VW","Golf 5","2004","1968.0","227000","3300"
"MINI","Cooper","2008","1560.0","170608","4800"
"VW","Passat","2006","1986.0","235000","3999"
"VW","Passat","2013","1598.0","159912","8600"
"VW","Golf 5","2006","1390.0","114490","3499"
"Seat","Ibiza","2009","1390.0","85854","3999"
"Fiat","Grande Punto","2007","1248.0","213393","2800"
"Peugeot","207","2011","1397.0","141946","3999"
"Škoda","Fabia","2016","999.0","64642","5990"
"VW","Polo","2008","1198.0","118652","2999"
"Audi","A3","2005","1968.0","270924","4800"
"Mazda","6","2010","2183.0","162540","5999"
"Honda","Civic","2008","1799.0","145000","5500"
"VW","Touran","2007","1896.0","237000","4900"
"Renault","Modus","2005","1149.0","86740","2150"
"Ford","Fusion","2005","1399.0","183","2350"
"Renault","Scenic","2004","1461.0","233000","1599"
"Opel","Meriva","2007","1600.0","155231","2990"
"Renault","Scenic","2004","1598.0","242000","1200"
"Opel","Corsa","2005","1229.0","227583","1650"
"Škoda","Roomster","2011","1598.0","180198","4200"
"VW","Golf 5","2009","1390.0","156964","6100"
"Seat","Leon","2012","1390.0","202180","4490"
"Mercedes","A 180","1999","1397.0","124069","1299"
"Renault","Clio","2012","1149.0","79250","4200"
"VW","Golf 3","1998","1595.0","216222","1799"
"Peugeot","108","2015","998.0","42019","9490"
"Peugeot","206","2003","1997.0","206000","950"
"Škoda","Roomster","2014","1598.0","179123","5300"
"Fiat","500","2009","1368.0","135730","7750"
"Mercedes","ML 270","2002","270.0","320","2900"
"Mercedes","C 200","2004","2148.0","200000","3500"
"Citroen","C5","2007","1560.0","176000","3350"
"Audi","A3","2004","1600.0","99000","3300"
"Fiat","Grande Punto","2007","1300.0","176286","3199"
"VW","Sharan","2014","1968.0","105200","16500"
"Daewoo","Matiz","2002","796.0","154000","900"
"Fiat","500","2015","1399.0","25000","13800"
"Hyundai","Matrix","2004","1493.0","165000","1499"
"Honda","Civic","2007","2204.0","154303","4250"
"Toyota","RAV4","2003","1998.0","177000","3390"
"Mercedes","E klasa","2011","2987.0","205752","12300"
"Mercedes","GLA","2015","2143.0","90648","18800"
"VW","Passat","2016","1968.0","183984","14490"
"Kia","Sorento","2003","2498.0","288900","4700"
"Peugeot","308","2015","1560.0","214643","7490"
"Nissan","Micra","2007","1240.0","126000","2190"
"Ford","Kuga","2013","1997.0","144540","12499"
"Fiat","Panda","2008","1248.0","97354","2350"
"Citroen","C1","2009","1398.0","98000","3950"
"Citroen","C5","2003","2197.0","232000","3000"
"Opel","Insignia","2014","1956.0","168467","7990"
"Audi","A8","2017","2967.0","18000","75000"
"VW","Passat","2003","1896.0","307422","2999"
"Mercedes","A 180","2006","1992.0","117000","3999"
"Hyundai","Elantra","2002","2000.0","111111","1100"
"Fiat","Punto","1998","1100.0","193980","999"
"VW","Jetta","2006","1900.0","196005","5000"
"Peugeot","207","2007","1360.0","157000","3850"
"Alfa Romeo","MiTo","2016","1368.0","17598","9500"
"Peugeot","207","2010","1360.0","156000","4000"
"Smart","ForTwo","2005","800.0","122000","3900"
"Porsche","Cayenne","2012","2967.0","171816","38000"
"VW","Polo","2004","1.0","250","2500"
"Fiat","Punto","2002","1242.0","284723","850"
"Fiat","Grande Punto","2006","1242.0","130000","2400"
"Opel","Corsa","2012","1248.0","201700","3200"
"Mercedes","190","1992","1970.0","23000","950"
"Nissan","Qashqai","2008","1597.0","140000","5790"
"Citroen","C5","2002","2197.0","178000","3000"
"Fiat","500","2008","1242.0","175000","3850"
"BMW","118","2007","1995.0","189000","4999"
"Nissan","Qashqai","2016","1461.0","43790","14997"
"BMW","320","2005","1995.0","221928","6490"
"Peugeot","308","2008","1600.0","127000","3799"
"Škoda","Fabia","2004","1198.0","257683","1800"
"VW","Passat","2003","1896.0","168296","2800"
"Nissan","Qashqai","2017","1598.0","131000","14000"
"Ford","Focus","2002","1596.0","186511","2650"
"Hyundai","Santa Fe","2006","1990.0","190","4"
"Peugeot","208","2015","1398.0","154000","6100"
"BMW","X1","2017","1995.0","79000","23000"
"Volvo","XC 60","2012","2400.0","169000","15700"
"Peugeot","207","2007","1.0","160000","3300"
"Yugo","Koral In","2007","1116.0","75168","500"
"VW","Sharan","2000","1896.0","385211","1000"
"Ford","Fiesta","2009","1560.0","181000","3200"
"Toyota","Avensis","2004","1995.0","190000","3600"
"Ford","Fiesta","2002","1242.0","185000","1000"
"Fiat","Multipla","2002","1589.0","330000","1550"
"Opel","Zafira","2006","1310.0","240000","3300"
"Yugo","Tempo","1998","1115.0","100000","400"
"Opel","Zafira","2007","1910.0","163985","2800"
"Chevrolet","Tacuma","2007","1598.0","155222","2050"
"Land Rover","Freelander","2005","1995.0","323300","4950"
"Peugeot","407","2008","1600.0","187000","3850"
"BMW","320","2008","1998.0","257000","4990"
"Peugeot","308","2007","1600.0","143000","3600"
"Kia","Ceed","2010","1396.0","112483","4600"
"Škoda","Fabia","2008","1896.0","195000","3790"
"Hyundai","Getz","2007","1399.0","113000","2250"
"Renault","Grand Scenic","2004","1870.0","257000","1900"
"Audi","A3","2004","1984.0","151000","2999"
"VW","Passat","2003","1900.0","210000","3000"
"Audi","A5","2014","1983.0","56000","18000"
"Mercedes","E 220","2001","2148.0","333000","1200"
"Mazda","Demio","2001","1300.0","170000","1100"
"Peugeot","206","2004","1100.0","196854","1300"
"Ford","Focus","2004","1800.0","206000","2199"
"Citroen","C5","2003","1998.0","225000","1700"
"BMW","320","2000","1968.0","224450","2650"
"Renault","Megane","2008","1390.0","231420","2950"
"Mitsubishi","Carisma","2003","1834.0","220","950"
"VW","Golf 7","2013","1598.0","220000","7900"
"VW","Golf 5","2003","1896.0","230000","3399"
"Renault","Laguna","2002","1900.0","297677","1750"
"Citroen","C5","2001","1980.0","1","1400"
"Ford","Focus","2008","1596.0","172000","4250"
"Ford","Focus","2004","1800.0","206000","2199"
"Chevrolet","Trailblazer","2004","4200.0","165000","6500"
"Audi","80","1989","1600.0","200000","1000"
"VW","Passat","2008","1968.0","243000","3850"
"Ford","Fiesta","2000","1800.0","278000","900"
"Opel","Agila","2004","1248.0","160000","2000"
"Opel","Meriva","2005","1.0","117120","1700"
"Smart","Smart","2010","999.0","43000","4650"
"Opel","Corsa","2009","998.0","131700","2850"
"Fiat","Brava","2002","1600.0","232339","900"
"Opel","Zafira","2000","1995.0","402000","1200"
"Peugeot","206","2001","1600.0","290000","1499"
"VW","Passat","2003","1598.0","200115","2500"
"Citroen","C4","2005","1560.0","250000","2000"
"Opel","Astra","2012","1686.0","162000","5750"
"Mitsubishi","Eclipse","1996","2000.0","134000","100"
"VW","Touran","2004","1968.0","229966","3300"
"VW","Passat","2007","2000.0","254000","4500"
"Audi","A3","2013","16000.0","164770","12200"
"Fiat","Grande Punto","2010","1248.0","218790","4199"
"Ford","Connect","2005","1753.0","301000","2650"
"Fiat","Stilo","2003","1800.0","157800","1550"
"Opel","Astra","2006","1910.0","237000","3000"
"Chrysler","PT Cruiser","2001","1996.0","220000","1800"
"Peugeot","Boxer","2006","1997.0","151300","2500"
"VW","Golf 4","2002","1900.0","198000","2550"
"Ford","Focus","2003","1753.0","2400","1200"
"Renault","Twingo","1996","1239.0","168000","799"
"VW","Touareg","2004","2461.0","230000","5970"
"Peugeot","307","2006","1560.0","188000","2800"
"Ford","C Max","2005","1800.0","132333","2600"
"Lada","Niva","2004","1697.0","102578","2550"
"Hyundai","i30","2009","1582.0","201280","3300"
"Renault","Scenic","2003","1600.0","200000","2100"
"Ford","Focus","2006","1560.0","196000","2350"
"Peugeot","206","2003","1600.0","198500","1750"
"Peugeot","308","2009","1600.0","231456","4250"
"Citroen","C4 Aircross","2015","1800.0","123000","12450"
"Citroen","Saxo","2001","1100.0","232323","570"
"Hyundai","Elantra","2005","1991.0","382000","1200"
"Renault","Laguna","2002","1928.0","269290","1650"
"Opel","Insignia","2011","1956.0","178283","6900"
"Opel","Astra","2002","1200.0","228000","1850"
"Fiat","Stilo","2003","1910.0","121700","1600"
"Škoda","Praktik","2008","1200.0","290000","2490"
"BMW","320","2004","1950.0","187456","2999"
"Ford","Mondeo","2001","1998.0","272354","1650"
"Audi","A6","2005","1860.0","212579","5499"
"Opel","Insignia","2014","1956.0","160350","6500"
